Region,Unit,Segment,Business,Year,Losses,Expenses,Premium
Belandia,Unit6,Big,Housing,2012,94268146.94,32876013.25,108585426.7
Belandia,Unit6,Big,Housing,2013,79892459.12,41073379.49,109009331.5
Belandia,Unit6,Big,Housing,2014,74911688.97,37545364.68,115630330
Belandia,Unit6,Big,Housing,2015,110783565.2,39088620.41,120859937.4
Belandia,Unit6,Big,Accidents,2012,0,0,0
Belandia,Unit6,Small,Doctors,2012,55312222.32,46483598.12,107938086.3
Belandia,Unit6,Small,Doctors,2013,56575013.98,40092382.39,112573516.6
Belandia,Unit6,Small,Doctors,2014,55179373.1,41667572.23,108072767.9
Belandia,Unit6,Small,Doctors,2015,53212200.21,40096883.78,108371741.3
Belandia,Unit6,Small,Doctors,2016,74412959.36,55123614.35,147723400.5
Belandia,Unit6,Small,Criminals,2012,26054.54192,332720.2164,65202.7628
Belandia,Unit6,Small,Criminals,2013,93554.44631,59186.54972,70720.1537
Belandia,Unit6,Small,Criminals,2014,78741.75144,47186.99291,54079.4732
Belandia,Unit6,Small,Criminals,2015,70311.25246,30097.69489,48502.24967
Belandia,Unit6,Small,Criminals,2016,6390658.752,5062984.374,10478863.96
Belandia,Unit6,Small,Third Party,2012,70590329.63,35191370.47,88060484.66
Belandia,Unit6,Small,Third Party,2013,63020073.01,31058649.09,74634167.85
Belandia,Unit6,Small,Third Party,2014,45580271.44,31521097.13,71334113.99
Belandia,Unit6,Small,Third Party,2015,38929999.63,29590577.11,69034222.15
Belandia,Unit6,Small,Third Party,2016,78923301.07,54943818.99,144358924
Belandia,Unit6,Small,Packaging,2012,0,18803.72643,-98.28676927
Belandia,Unit6,Small,Packaging,2013,0,-2258.917666,-2231.306762
Belandia,Unit6,Small,Packaging,2014,28619.50773,138.6865701,-339.3259206
Belandia,Unit6,Small,Packaging,2015,0,307.1649292,-109.379603
Belandia,Unit6,Small,Packaging,2016,1843931.263,2211082.815,5847214.475
Belandia,Unit6,Small,Travel,2012,539934292.9,227414524.4,851670301.6
Belandia,Unit6,Small,Travel,2013,507315249.3,219831532.1,848752631.1
Belandia,Unit6,Small,Travel,2014,488847637.4,236776300.8,793256592.9
Belandia,Unit6,Small,Travel,2015,495588959.5,241823248.8,706528004.9
Belandia,Unit6,Small,Travel,2016,475082591.1,201521841.1,717119120.9
Belandia,Unit6,Small,NA,2012,0,0,0
Belandia,Unit6,Small,NA,2013,0,-0.067912449,0
Belandia,Unit6,Small,NA,2014,0,0,0
Belandia,Unit6,Small,NA,2015,0,0,0
Belandia,Unit6,Small,NA,2016,0,0,0
Belandia,Unit6,Small,NA,2012,1975353.248,6318759.579,14206585.73
Belandia,Unit6,Small,NA,2013,1727273.969,7085693.777,14107841.87
Belandia,Unit6,Small,NA,2014,1025319.527,7746397.039,11831263.81
Belandia,Unit6,Small,NA,2015,1050826.064,7713001.441,17353572.16
Belandia,Unit6,Small,NA,2016,1275099.58,8326716.663,18922145.29
Belandia,Unit6,Small,Combined,2012,0,0,0
Belandia,Unit6,Small,Housing,2012,86497469.26,55727048.89,148011001.6
Belandia,Unit6,Small,Housing,2013,80947713.6,56211978.24,139654311.3
Belandia,Unit6,Small,Housing,2014,81770980.35,57087953.4,143976489.6
Belandia,Unit6,Small,Housing,2015,76135851.31,56944155.46,133085888.6
Belandia,Unit6,Small,Housing,2016,137385505.2,93513336.22,254203458.9
Belandia,Unit6,Small,Accidents,2012,0,0,0
Belandia,Unit7,Big,Doctors,2012,821742.8008,698369.974,2123382.522
Belandia,Unit7,Big,Doctors,2013,751681.1688,523268.0225,1834512.362
Belandia,Unit7,Big,Doctors,2014,735648.8179,490331.121,1597133.082
Belandia,Unit7,Big,Doctors,2015,655857.2246,497788.5591,1756544.831
Belandia,Unit7,Big,Criminals,2012,372456.3883,51892.4625,191825.4545
Belandia,Unit7,Big,Criminals,2013,9004.83648,57717.30989,178847.6646
Belandia,Unit7,Big,Criminals,2014,11835.62908,34954.41647,143855.0509
Belandia,Unit7,Big,Criminals,2015,46863.04691,28266.84651,147052.9074
Belandia,Unit7,Big,Third Party,2012,757899.313,602256.0265,3012965.638
Belandia,Unit7,Big,Third Party,2013,1201681.141,723128.9827,3796035.142
Belandia,Unit7,Big,Third Party,2014,1530931.059,764424.046,4071647.588
Belandia,Unit7,Big,Third Party,2015,1097510.373,846448.6267,3911897.558
Belandia,Unit7,Big,Packaging,2012,773027.2636,218782.0262,1390183.753
Belandia,Unit7,Big,Packaging,2013,1473681.737,296755.2675,1893910.862
Belandia,Unit7,Big,Packaging,2014,750028.1658,291874.7999,1828328.334
Belandia,Unit7,Big,Packaging,2015,975545.5639,306771.2014,1530304.902
Belandia,Unit7,Big,Travel,2012,40453916.54,13489267.33,50944524.05
Belandia,Unit7,Big,Travel,2013,40992638.06,13300280.02,47310847.79
Belandia,Unit7,Big,Travel,2014,33874041.1,11881547.33,41382654.91
Belandia,Unit7,Big,Travel,2015,34643309.38,11608525.48,40933866.63
Belandia,Unit7,Big,NA,2012,0,0,0
Belandia,Unit7,Big,NA,2013,0,0,0
Belandia,Unit7,Big,NA,2014,0,0,0
Belandia,Unit7,Big,NA,2015,0,0,0
Belandia,Unit7,Big,NA,2012,-0.011503029,-24795.12382,0.023266488
Belandia,Unit7,Big,NA,2013,0.010814542,4553.092236,29685.00205
Belandia,Unit7,Big,NA,2014,0,5293.536247,24864.82125
Belandia,Unit7,Big,NA,2015,0,4055.592267,19085.59898
Belandia,Unit7,Big,Combined,2012,12064508.9,4248161.992,17581932.18
Belandia,Unit7,Big,Combined,2013,11416550.38,4328273.162,15861796.57
Belandia,Unit7,Big,Combined,2014,11858347.47,3933227.624,16346957.32
Belandia,Unit7,Big,Combined,2015,10116195.63,4037286.753,16625751.92
Belandia,Unit7,Big,Housing,2012,198553.794,132651.5993,-781352.821
Belandia,Unit7,Big,Housing,2013,625871.3052,121261.9544,-763908.4118
Belandia,Unit7,Big,Housing,2014,390645.3346,115703.5765,-819548.6684
Belandia,Unit7,Big,Housing,2015,163429.5889,108622.7098,-480750.5437
Belandia,Unit7,Big,Accidents,2012,39736272.48,10419922.82,45342870.93
Belandia,Unit7,Big,Accidents,2013,32975675.42,11330979.59,37448978.34
Belandia,Unit7,Big,Accidents,2014,30837057.6,11769829.73,37127501.97
Belandia,Unit7,Big,Accidents,2015,33871659.96,13346859.08,37222944.6
Belandia,Unit7,Small,Doctors,2012,644129.0861,392494.43,1627259.135
Belandia,Unit7,Small,Doctors,2013,890665.9489,449465.7624,1770448.4
Belandia,Unit7,Small,Doctors,2014,916372.16,450184.0012,1637737.277
Belandia,Unit7,Small,Doctors,2015,856007.5433,398816.8234,1491036.566
Belandia,Unit7,Small,Doctors,2016,1228852.12,1105508.332,3694412.205
Belandia,Unit7,Small,Criminals,2012,0,-117.7654719,2442.818503
Belandia,Unit7,Small,Criminals,2013,209.6418902,-248.8132739,2790.447562
Belandia,Unit7,Small,Criminals,2014,313.6053238,-668.791687,2869.391161
Belandia,Unit7,Small,Criminals,2015,1748.113844,-938.1319943,518.5243511
Belandia,Unit7,Small,Criminals,2016,19940.72588,25198.15761,118859.9154
Belandia,Unit7,Small,Third Party,2012,395685.9857,367234.1239,1411162.313
Belandia,Unit7,Small,Third Party,2013,401552.8582,399259.3653,1393982.897
Belandia,Unit7,Small,Third Party,2014,302876.3023,441313.6627,1350172.371
Belandia,Unit7,Small,Third Party,2015,473183.5323,405306.0375,1205767.893
Belandia,Unit7,Small,Third Party,2016,1650684.08,1243175.922,5049563.595
Belandia,Unit7,Small,Packaging,2012,28545.12152,38088.79714,120076.3052
Belandia,Unit7,Small,Packaging,2013,178817.0701,45790.46838,117965.1725
Belandia,Unit7,Small,Packaging,2014,90433.19467,46432.19599,116707.0063
Belandia,Unit7,Small,Packaging,2015,58630.9965,49846.78613,110265.5747
Belandia,Unit7,Small,Packaging,2016,153419.7859,312968.7604,1021122.521
Belandia,Unit7,Small,Travel,2012,73005199.62,29833975.63,108476305.2
Belandia,Unit7,Small,Travel,2013,77947267.66,32111469.79,122513152.6
Belandia,Unit7,Small,Travel,2014,86970382.82,32426073.57,113060515.1
Belandia,Unit7,Small,Travel,2015,80038361.61,31925988.87,111676926.2
Belandia,Unit7,Small,Travel,2016,97034417.79,41990387.73,137732238.1
Belandia,Unit7,Small,NA,2012,0,0,0
Belandia,Unit7,Small,NA,2013,0,0.010576951,0
Belandia,Unit7,Small,NA,2014,0,0,0
Belandia,Unit7,Small,NA,2015,0,0,0
Belandia,Unit7,Small,NA,2016,0,0,0
Belandia,Unit7,Small,NA,2012,11871280.76,2296074.563,14968898.36
Belandia,Unit7,Small,NA,2013,2359.313062,-408630.3793,22452.04513
Belandia,Unit7,Small,NA,2014,2431.435945,-460409.2523,18872.81271
Belandia,Unit7,Small,NA,2015,2651.199903,-480653.32,14840.34222
Belandia,Unit7,Small,NA,2016,4193.002257,-86416.64116,31106.96347
Belandia,Unit7,Small,Combined,2012,14666773.88,8633069.771,30482226.78
Belandia,Unit7,Small,Combined,2013,18640536.53,8353796.923,30225215.1
Belandia,Unit7,Small,Combined,2014,16031343.4,8799063.572,28500981.32
Belandia,Unit7,Small,Combined,2015,13127281.39,9173409.081,28860821.29
Belandia,Unit7,Small,Combined,2016,19018649.09,13736019,46437277.36
Belandia,Unit7,Small,Housing,2012,15742.47098,56683.70423,-1298163.603
Belandia,Unit7,Small,Housing,2013,16240.72055,58760.46516,-1641412.207
Belandia,Unit7,Small,Housing,2014,31154.92825,55566.50458,-1749355.92
Belandia,Unit7,Small,Housing,2015,13330.2112,59783.83026,-1438853.753
Belandia,Unit7,Small,Housing,2016,366733.7289,165790.6274,636114.2767
Belandia,Unit7,Small,Accidents,2012,4985801.336,1390599.888,6244089.603
Belandia,Unit7,Small,Accidents,2013,5201022.042,1457098.776,5996417.469
Belandia,Unit7,Small,Accidents,2014,4858039.59,1714561.512,5751563.178
Belandia,Unit7,Small,Accidents,2015,4854642.04,1974646.526,6314659.494
Belandia,Unit7,Small,Accidents,2016,39247560.22,14297961.17,47906558.88
Belandia,Unit8,Big,Doctors,2012,2204829.868,870402.0225,4574383.351
Belandia,Unit8,Big,Doctors,2016,2574040.214,956153.5627,3366792.068
Belandia,Unit8,Big,Criminals,2012,759095.399,57274.27574,1289776.312
Belandia,Unit8,Big,Criminals,2016,811728.718,657701.6859,1888755.131
Belandia,Unit8,Big,Third Party,2012,148804804.7,42693102.93,216078533
Belandia,Unit8,Big,Third Party,2016,156434269.8,54275013.77,189606313.9
Belandia,Unit8,Big,Packaging,2012,1664290.69,572459.9002,2965476.301
Belandia,Unit8,Big,Packaging,2016,5506184.657,1936962.246,6861093.468
Belandia,Unit8,Big,Travel,2012,24465622.15,4969864.628,30437903.77
Belandia,Unit8,Big,Travel,2016,39895605.91,14974297.08,53730929.82
Belandia,Unit8,Big,NA,2012,0,0,0
Belandia,Unit8,Big,NA,2012,425887.7118,285357.7003,-26611.45415
Belandia,Unit8,Big,NA,2016,4226386.68,874797.1075,4606471.709
Belandia,Unit8,Big,Combined,2012,0,0,0
Belandia,Unit8,Big,Housing,2012,41994248.98,16500271.44,80958838.63
Belandia,Unit8,Big,Housing,2016,37221393.57,21613442.72,63211129.72
Belandia,Unit8,Big,Accidents,2012,0,0,0
Belandia,Unit8,Big,Accidents,2016,18.52103038,17848.03507,83005.32157
Belandia,Unit8,Big,Doctors,2012,3781923.001,2812823.671,7253698.501
Belandia,Unit8,Big,Doctors,2013,11526589.83,5480836.664,10088980.49
Belandia,Unit8,Big,Doctors,2014,11151663.19,3009246.792,10118686.01
Belandia,Unit8,Big,Doctors,2015,4846834.199,2744113.605,6702198.14
Belandia,Unit8,Big,Criminals,2012,723795.6858,1862084.906,1215937.805
Belandia,Unit8,Big,Criminals,2013,1368312.82,-18283.53622,275797.4811
Belandia,Unit8,Big,Criminals,2014,151134.5166,-383400.3461,744663.3193
Belandia,Unit8,Big,Criminals,2015,345697.7571,33321.1954,281466.1864
Belandia,Unit8,Big,Third Party,2012,11473056.84,11459339.05,27860598.8
Belandia,Unit8,Big,Third Party,2013,14097085.39,15584493.42,27971339.59
Belandia,Unit8,Big,Third Party,2014,12359897.14,15166219.1,33487315.56
Belandia,Unit8,Big,Third Party,2015,12693654.47,14929580.73,36539967.13
Belandia,Unit8,Big,Packaging,2012,4038774.718,3398977.811,8487067.433
Belandia,Unit8,Big,Packaging,2013,4914991.344,4301793.119,8029617.605
Belandia,Unit8,Big,Packaging,2014,4854653.588,3242705.293,7645979.166
Belandia,Unit8,Big,Packaging,2015,6632484.048,4018999.774,8441772.819
Belandia,Unit8,Big,Travel,2012,50064.44707,20388.02618,75219.16781
Belandia,Unit8,Big,Travel,2013,231886.8254,174322.7184,328282.4789
Belandia,Unit8,Big,Travel,2014,1809067.539,701328.5388,2608334.389
Belandia,Unit8,Big,Travel,2015,3929926.165,1238891.273,3725344.616
Belandia,Unit8,Big,NA,2012,0,0,0
Belandia,Unit8,Big,NA,2013,0,-0.011078153,0
Belandia,Unit8,Big,NA,2014,0,0,0
Belandia,Unit8,Big,NA,2015,0,0,0
Belandia,Unit8,Big,NA,2012,1169221.066,368739.3788,741852.3245
Belandia,Unit8,Big,NA,2013,869444.1272,177211.8915,790203.0315
Belandia,Unit8,Big,NA,2014,754064.2456,154540.3661,1114495.871
Belandia,Unit8,Big,NA,2015,356504.5095,112148.6951,774565.093
Belandia,Unit8,Big,Combined,2012,0,0,0
Belandia,Unit8,Big,Housing,2012,49810809.07,44701667.92,106659428.1
Belandia,Unit8,Big,Housing,2013,49292541.48,58329881.83,99736997.82
Belandia,Unit8,Big,Housing,2014,52243821.95,49670354.95,105311497.3
Belandia,Unit8,Big,Housing,2015,69195390.04,48861620.43,107791410.7
Belandia,Unit8,Big,Accidents,2012,0,0,0
Belandia,Unit8,Small,Doctors,2012,5344091.028,3922962.24,10106753.2
Belandia,Unit8,Small,Doctors,2013,4091070.989,3320032.1,8995115.7
Belandia,Unit8,Small,Doctors,2014,3733694.935,2635106.702,7009412.527
Belandia,Unit8,Small,Doctors,2015,3498146.329,2371135.096,6883723.469
Belandia,Unit8,Small,Doctors,2016,6005018.499,4273043.235,13071749.87
Belandia,Unit8,Small,Criminals,2012,0,0,0
Belandia,Unit8,Small,Criminals,2013,0,4352.557275,0
Belandia,Unit8,Small,Criminals,2014,0,6034.725341,0
Belandia,Unit8,Small,Criminals,2015,0,-42896.87068,0
Belandia,Unit8,Small,Criminals,2016,58169.31175,188895.1516,136986.2248
Belandia,Unit8,Small,Third Party,2012,875346.8599,1514949.984,2754732.231
Belandia,Unit8,Small,Third Party,2013,675923.0106,1308830.421,2496857.362
Belandia,Unit8,Small,Third Party,2014,288280.8539,345122.1097,998403.348
Belandia,Unit8,Small,Third Party,2015,178269.3856,466186.2877,983811.9415
Belandia,Unit8,Small,Third Party,2016,15037969.75,15287758.06,41290370.87
Belandia,Unit8,Small,Packaging,2012,937748.8185,580776.7624,1852274.7
Belandia,Unit8,Small,Packaging,2013,1269823.52,573555.3155,1640568.318
Belandia,Unit8,Small,Packaging,2014,1055941.637,429442.1706,1507632.769
Belandia,Unit8,Small,Packaging,2015,817906.3918,534621.7466,1314427.362
Belandia,Unit8,Small,Packaging,2016,6062769.747,3853402.736,10291538.95
Belandia,Unit8,Small,Travel,2012,326056086.3,155136263.9,504434586.1
Belandia,Unit8,Small,Travel,2013,277846624.5,134667284.5,434058926.2
Belandia,Unit8,Small,Travel,2014,299878413.6,131718444,424103256.1
Belandia,Unit8,Small,Travel,2015,286691094.4,150459660.2,395839345.6
Belandia,Unit8,Small,Travel,2016,256161781.8,137381564.4,401486756
Belandia,Unit8,Small,NA,2012,0.369668922,0,0
Belandia,Unit8,Small,NA,2013,-0.022029799,0.021991664,0.011337185
Belandia,Unit8,Small,NA,2014,0,0,0
Belandia,Unit8,Small,NA,2015,0,0,0
Belandia,Unit8,Small,NA,2016,0,0,0
Belandia,Unit8,Small,NA,2012,744562.0114,2240581.281,4133701.125
Belandia,Unit8,Small,NA,2013,-8016.837984,2058426.647,3896381.797
Belandia,Unit8,Small,NA,2014,412020.6682,3120303.205,4015567.671
Belandia,Unit8,Small,NA,2015,3532173.456,5132862.894,9128880.582
Belandia,Unit8,Small,NA,2016,449690.9034,3353505.389,8549335.949
Belandia,Unit8,Small,Combined,2012,0,0,0
Belandia,Unit8,Small,Housing,2012,110111692.2,83195187.27,204705414.9
Belandia,Unit8,Small,Housing,2013,107099340.2,91891746.33,205831938.3
Belandia,Unit8,Small,Housing,2014,103200416,109078179.6,201387635.7
Belandia,Unit8,Small,Housing,2015,124227191.5,124959526.4,245960956.5
Belandia,Unit8,Small,Housing,2016,186620781.6,164683533.2,368593784.4
Belandia,Unit8,Small,Accidents,2012,0,0,0
Belandia,Unit9,Big,Doctors,2012,137190551.1,22696278.03,169867024.1
Belandia,Unit9,Big,Doctors,2016,146025527,26980671.41,162113147.5
Belandia,Unit9,Big,Criminals,2012,477215.7898,999918.8971,2249654.544
Belandia,Unit9,Big,Criminals,2016,1024247.975,939565.6354,4260212.694
Belandia,Unit9,Big,Third Party,2012,70443645.8,34023247.7,115067116.7
Belandia,Unit9,Big,Third Party,2016,69481556.21,41472101.27,121002185.6
Belandia,Unit9,Big,Packaging,2012,10045647.35,4381786.007,13649527.42
Belandia,Unit9,Big,Packaging,2016,5624842.123,3571823.717,11194034.42
Belandia,Unit9,Big,Travel,2012,9261699.455,3608675.36,14607166.25
Belandia,Unit9,Big,Travel,2016,9153496.079,6137638.182,16278754.55
Belandia,Unit9,Big,NA,2012,0,0,0
Belandia,Unit9,Big,NA,2012,24100.49636,1490811.443,1639549.49
Belandia,Unit9,Big,NA,2016,161.4406077,21411.49707,1901.906487
Belandia,Unit9,Big,Combined,2012,0,0,0
Belandia,Unit9,Big,Housing,2012,104297635.9,37989249.21,98339680.16
Belandia,Unit9,Big,Housing,2016,28721732.59,35076224.41,101889391.6
Belandia,Unit9,Big,Accidents,2012,0,0,0
Belandia,Unit9,Big,Doctors,2012,372759386.5,109984118.6,500995958.7
Belandia,Unit9,Big,Doctors,2013,368288750.2,119545897.3,486809220.8
Belandia,Unit9,Big,Doctors,2014,358922394,111881653.8,435388769.7
Belandia,Unit9,Big,Doctors,2015,359906513.6,107112672.2,439045171.9
Belandia,Unit9,Big,Criminals,2012,2743208.944,5138477.397,9876347.116
Belandia,Unit9,Big,Criminals,2013,7412111.552,6184926.809,14114026.44
Belandia,Unit9,Big,Criminals,2014,6683772.619,5816513.199,16064016.27
Belandia,Unit9,Big,Criminals,2015,10637002.32,6810963.439,22321727.93
Belandia,Unit9,Big,Third Party,2012,88711357.74,51875151.96,152206494.5
Belandia,Unit9,Big,Third Party,2013,93140265,52362330.92,152549414.8
Belandia,Unit9,Big,Third Party,2014,88220213.28,52539642.54,144831882.8
Belandia,Unit9,Big,Third Party,2015,114735093.4,50501774.73,188801233.3
Belandia,Unit9,Big,Packaging,2012,4723538.812,5417032.941,13401398.9
Belandia,Unit9,Big,Packaging,2013,4893081.501,5285958.946,12944110.95
Belandia,Unit9,Big,Packaging,2014,3580075.652,5792432.787,11570190.8
Belandia,Unit9,Big,Packaging,2015,3317690.179,5748353.832,11850806.04
Belandia,Unit9,Big,Travel,2012,65842165.39,28301971.51,91636241.37
Belandia,Unit9,Big,Travel,2013,56943993.31,28983177.81,90784846.73
Belandia,Unit9,Big,Travel,2014,57654718.18,29939068.99,93288146.61
Belandia,Unit9,Big,Travel,2015,60412680.29,27649326.23,102677723.4
Belandia,Unit9,Big,NA,2012,0,0,0
Belandia,Unit9,Big,NA,2013,0,0.021254043,0
Belandia,Unit9,Big,NA,2014,0,0,0
Belandia,Unit9,Big,NA,2015,0,0,0
Belandia,Unit9,Big,NA,2012,-1197937.478,2427276.002,-150166.3524
Belandia,Unit9,Big,NA,2013,148288.0234,-1317640.373,76922.24043
Belandia,Unit9,Big,NA,2014,184061.7643,-21134339.67,201809.974
Belandia,Unit9,Big,NA,2015,186685.8412,-604062.8236,294988.8922
Belandia,Unit9,Big,Combined,2012,0,0,0
Belandia,Unit9,Big,Housing,2012,90089660.52,47509381.25,144094223.3
Belandia,Unit9,Big,Housing,2013,82817422.31,45494458.77,138494137.1
Belandia,Unit9,Big,Housing,2014,70765487.16,52515339.95,132581188
Belandia,Unit9,Big,Housing,2015,91361126.14,59076512.16,179546758.9
Belandia,Unit9,Big,Accidents,2012,0,0,0
Belandia,Unit9,Small,Doctors,2012,11535284.89,4779300.905,21067450.03
Belandia,Unit9,Small,Doctors,2013,10471401.29,4449415.738,18711363.6
Belandia,Unit9,Small,Doctors,2014,9471807.743,6154666.864,19427438.1
Belandia,Unit9,Small,Doctors,2015,10936163.75,4265430.361,16952601.1
Belandia,Unit9,Small,Doctors,2016,353085778.2,112049434,453261099.4
Belandia,Unit9,Small,Criminals,2012,0,0,0
Belandia,Unit9,Small,Criminals,2014,0,12128.72185,34635.47877
Belandia,Unit9,Small,Criminals,2016,16448447.3,11221419,29733371.11
Belandia,Unit9,Small,Third Party,2012,35438460.6,21929908,69998472.6
Belandia,Unit9,Small,Third Party,2013,37374389.06,22636506.62,75197600.68
Belandia,Unit9,Small,Third Party,2014,43323748,27492869.24,73497778.72
Belandia,Unit9,Small,Third Party,2015,15596452.07,25993144.18,48789293.82
Belandia,Unit9,Small,Third Party,2016,119232172.1,78273416.51,216720027.9
Belandia,Unit9,Small,Packaging,2012,2342837.438,1729842.687,4883146.481
Belandia,Unit9,Small,Packaging,2013,2617235.303,2045768.125,5116001.874
Belandia,Unit9,Small,Packaging,2014,2120276.302,1955754.68,4493520.935
Belandia,Unit9,Small,Packaging,2015,1395965.843,1622377.703,3714656.06
Belandia,Unit9,Small,Packaging,2016,4995630.218,7450822.641,15058814
Belandia,Unit9,Small,Travel,2012,631582969.1,383215686.3,1091797820
Belandia,Unit9,Small,Travel,2013,592754364.9,396174303.1,1059445492
Belandia,Unit9,Small,Travel,2014,552603563.2,435230709.1,1055124294
Belandia,Unit9,Small,Travel,2015,574518072.1,470541097,1121295540
Belandia,Unit9,Small,Travel,2016,598378337.4,430430764.3,1120359706
Belandia,Unit9,Small,NA,2012,0,0,0
Belandia,Unit9,Small,NA,2013,0,0,0
Belandia,Unit9,Small,NA,2014,0,0,0
Belandia,Unit9,Small,NA,2015,0,0,0
Belandia,Unit9,Small,NA,2016,0,0,0
Belandia,Unit9,Small,NA,2012,17430486.84,36197379.81,65531913.54
Belandia,Unit9,Small,NA,2013,33881748.42,32907413.49,72714529.13
Belandia,Unit9,Small,NA,2014,41501982.31,998645.4291,72938352.87
Belandia,Unit9,Small,NA,2015,48135238.01,32701498.95,63284432.57
Belandia,Unit9,Small,NA,2016,47580613.11,35175675.59,83971252.41
Belandia,Unit9,Small,Combined,2012,0,0,0
Belandia,Unit9,Small,Housing,2012,110857508.3,63317670.63,182911296
Belandia,Unit9,Small,Housing,2013,119876843.1,65900864.52,199642663.9
Belandia,Unit9,Small,Housing,2014,110554354.2,86015734.01,198802124.4
Belandia,Unit9,Small,Housing,2015,90716266.85,76425986,170773927.3
Belandia,Unit9,Small,Housing,2016,170911982.6,143997065.5,358898238.6
Belandia,Unit9,Small,Accidents,2012,0,0,0
Belandia,Unit10,Big,Doctors,2012,1824406.466,1254766.209,5385865.239
Belandia,Unit10,Big,Doctors,2016,13323673.88,9549618.016,20669661.71
Belandia,Unit10,Big,Criminals,2012,13127426.91,2765885.828,6979454.268
Belandia,Unit10,Big,Criminals,2016,7084013.967,15164913.94,33410033.69
Belandia,Unit10,Big,Third Party,2012,152809181.5,61830999.51,206658277.8
Belandia,Unit10,Big,Third Party,2016,297528225.3,171482562.3,449943953.3
Belandia,Unit10,Big,Packaging,2012,39784690.76,15465147.74,43667447.45
Belandia,Unit10,Big,Packaging,2016,35797874.89,14459762.28,35813108.57
Belandia,Unit10,Big,Travel,2012,52829518.61,18852631.49,76109477.23
Belandia,Unit10,Big,Travel,2016,224093811.1,94325795.3,273657112.8
Belandia,Unit10,Big,NA,2012,0,0,0
Belandia,Unit10,Big,NA,2016,0,0,0
Belandia,Unit10,Big,NA,2012,0,-4792755.701,-1221715.474
Belandia,Unit10,Big,NA,2016,-9018188.08,-699097.1379,1436712.034
Belandia,Unit10,Big,Combined,2012,0,0,0
Belandia,Unit10,Big,Combined,2016,16660848.33,17894956.29,33927587.28
Belandia,Unit10,Big,Housing,2012,127881471.1,49291249.9,212595169.5
Belandia,Unit10,Big,Housing,2016,259269114.9,257198489.6,563327316.8
Belandia,Unit10,Big,Accidents,2012,59252109.11,13648268.47,83536068.26
Belandia,Unit10,Big,Accidents,2016,167176609.9,73835564.79,227802787.3
Belandia,Unit10,Big,Doctors,2012,2796735.144,3177200.293,8845572.712
Belandia,Unit10,Big,Doctors,2013,3312381.574,4319919.655,9872543.759
Belandia,Unit10,Big,Doctors,2014,4038514.297,8460411.54,13686276.32
Belandia,Unit10,Big,Doctors,2015,6199678.107,6636975.798,14232981.16
Belandia,Unit10,Big,Criminals,2012,6455269.112,11005412.19,21152599.64
Belandia,Unit10,Big,Criminals,2013,6954525.424,15402296.92,22377490.66
Belandia,Unit10,Big,Criminals,2014,6672639.419,15570477.29,27872424
Belandia,Unit10,Big,Criminals,2015,8224588.714,17007604.63,33327082.69
Belandia,Unit10,Big,Third Party,2012,239255603.1,107631954.3,332192189.8
Belandia,Unit10,Big,Third Party,2013,262264656.3,106849712.3,335573682.5
Belandia,Unit10,Big,Third Party,2014,270812107.8,112598871.7,356138314.9
Belandia,Unit10,Big,Third Party,2015,270657940.7,120739064.4,359664600.2
Belandia,Unit10,Big,Packaging,2012,3440754.907,3132408.763,6888037.062
Belandia,Unit10,Big,Packaging,2013,4789767.42,3536267.728,7073440.796
Belandia,Unit10,Big,Packaging,2014,4030989.88,3899595.606,8552427.531
Belandia,Unit10,Big,Packaging,2015,4872094.141,4392345.348,8862049.398
Belandia,Unit10,Big,Travel,2012,286857699.3,88707248.47,315342820.5
Belandia,Unit10,Big,Travel,2013,229029336.7,106177073,343241930.5
Belandia,Unit10,Big,Travel,2014,231944213.8,111816861.1,334781154.6
Belandia,Unit10,Big,Travel,2015,259820235.9,107978147.1,328355666.8
Belandia,Unit10,Big,NA,2012,0,0,0
Belandia,Unit10,Big,NA,2013,0,-0.012768536,0
Belandia,Unit10,Big,NA,2014,0,0,0
Belandia,Unit10,Big,NA,2015,0,0,0
Belandia,Unit10,Big,NA,2012,4994040.207,-10471204.04,3037683.059
Belandia,Unit10,Big,NA,2013,1383250.181,-1204581.235,3861925.474
Belandia,Unit10,Big,NA,2014,1755927.007,-1535063.791,4189251.249
Belandia,Unit10,Big,NA,2015,2077351.523,-910016.7362,6175115.008
Belandia,Unit10,Big,Combined,2012,21033508.74,19025436.17,41111490.73
Belandia,Unit10,Big,Combined,2013,20315396.11,17881077.87,36616666.6
Belandia,Unit10,Big,Combined,2014,18279251.22,19121256.78,36383394.68
Belandia,Unit10,Big,Combined,2015,18860746.48,20412588.2,36597558.6
Belandia,Unit10,Big,Housing,2012,372277626.3,249901495.5,631156351.4
Belandia,Unit10,Big,Housing,2013,340131842.4,244712624.9,604728114.4
Belandia,Unit10,Big,Housing,2014,251566224.6,245445902.9,624047729.8
Belandia,Unit10,Big,Housing,2015,505781383.1,275082857.4,647263766.4
Belandia,Unit10,Big,Accidents,2012,153745946.3,59033401.27,193847818.6
Belandia,Unit10,Big,Accidents,2013,172667038.9,72361932.11,215637953.6
Belandia,Unit10,Big,Accidents,2014,178568222.4,63415524.8,210818616.4
Belandia,Unit10,Big,Accidents,2015,156967688,69604503.68,203459637.8
Belandia,Unit10,Small,Doctors,2012,476769.1266,1211572.651,1824467.165
Belandia,Unit10,Small,Doctors,2013,464288.5005,1440444.057,1536942.51
